DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES,SOURCE,AI_N_INDIVIDUAL,FORM_N_INDIVIDUAL,AI_SE_INDIVIDUAL,FORM_SE_INDIVIDUAL,AI_BIGGEST_CI_ARM,FORM_BIGGEST_CI_ARM,REASON_EXCLUSION,LRR,LRR_VAR_INDIVIDUAL,TIME_SIMPLE
549,271,glyphosate ipa salt,125.2,EC50,16.5,16.5,CI_95,3,1,"3 plates per concentration, 3 replicates",Medallon Premium,42.7,EC50,4.7,4.7,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_a,271_form_c,271_3,1,Pseudokirchneriella subcapitata,NA,"NIVA-CHL1, Norwegian Institute for Water Research",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,3.8348435340634075,2.038157663400667,16.5,4.7,NA,-1.0757135384314191,0.0032165276631520275,1
550,271,glyphosate ipa salt,132.9,EC50,2.3,2.3,CI_95,3,1,"3 plates per concentration, 3 replicates",Roundup Classic,14.1,EC50,2.9,2.9,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_b,271_form_d,271_4,1,Desmodesmus subspicatus,NA,"CCAP 276/20, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,0.534553947172475,1.2575866433748795,2.3,2.9,NA,-2.2434221683350772,0.007971131105878005,1
551,271,glyphosate ipa salt,73.8,EC50,5.3,5.3,CI_95,3,1,"3 plates per concentration, 3 replicates",Roundup Classic,13.4,EC50,3.8,3.8,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_b,271_form_d,271_5,2,Desmodesmus subspicatus,NA,"CCAP 276/20, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,1.2317982260930944,1.6478721533877732,5.3,3.8,NA,-1.7061040246495611,0.015401572500377993,1
552,271,glyphosate ipa salt,132.9,EC50,2.3,2.3,CI_95,3,1,"3 plates per concentration, 3 replicates",Medallon Premium,245.1,EC50,32.8,32.8,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_b,271_form_e,271_6,1,Desmodesmus subspicatus,NA,"CCAP 276/20, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,0.534553947172475,14.223738587136568,2.3,32.8,NA,0.6120693248148672,0.0033839365022822645,1
553,271,glyphosate ipa salt,73.1,EC50,21.2,21.2,CI_95,3,1,"3 plates per concentration, 3 replicates",Roundup Classic,27.3,EC50,3.7,3.7,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_c,271_form_f,271_7,1,Scenedesmus obtusiusculus,NA,"CCAP 276/25, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,4.927192904372378,1.604507096719674,21.2,3.7,NA,-0.9849416645648187,0.007997509978986638,1
554,271,glyphosate ipa salt,51.1,EC50,2.6,2.6,CI_95,3,1,"3 plates per concentration, 3 replicates",Roundup Classic,10.5,EC50,3.5,3.5,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_c,271_form_f,271_8,2,Scenedesmus obtusiusculus,NA,"CCAP 276/25, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,0.604278375064537,1.5177769833834753,2.6,3.5,NA,-1.582409240046181,0.02103459739571662,1
555,271,glyphosate ipa salt,73.1,EC50,21.2,21.2,CI_95,3,1,"3 plates per concentration, 3 replicates",Medallon Premium,233.8,EC50,58.4,58.4,CI_95,3,3,"3 plates per concentration, 3 replicates",ToxRat Pro software,271_ai_c,271_form_g,271_9,1,Scenedesmus obtusiusculus,NA,"CCAP 276/25, Scottish Culture Collection of Algae and Protozoa",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,72,herbicide,NO,NO,NA,environmental,Acute,22,6.5,NA,NA,YES,OECD,NA,NO,liquid water soluble concentrate,YES,NA,2024,"Two type of measurements for one experiment, not mentionned if the error is a CI or SE, following research on the software used I inferred it was a CI",Lisa,3,9,4.927192904372378,25.32519309416999,21.2,58.4,NA,1.1626376822822353,0.01627642755546453,1
540,298,tebuconazole,6.7,EC50,1.5,1.5,CI_95,4,7,"7/vessel, 4 replicates",FOLICUR ®,9.6,EC50,1.5,1.5,CI_95,4,7,"7/vessel, 4 replicates",Four parameter logistic,298_ai_a,298_form_a,298_1,1,Daphnia magna,Water flea,Not indicated,Branchiopoda,Arthropoda,Animalia,Aquatic,Neonate,48,fungicide,NO,NO,NA,environmental,Acute,20,8,NA,NA,YES,OECD,NA,NO,oil in water emulsion,YES,NA,2024,They also tested nano formulations but are not commercial ones,Lisa,28,28,0.7310545329899388,0.7310545329899388,1.5,1.5,NA,0.3596555720768701,0.01770461622106887,1
493,369,glyphosate,160,LC50,2,1.7,CI_95,4,5,"5 embryos/replicate, 4 replicate",Fozat ® 480,111.2,LC50,6,6.1,CI_95,4,5,"5 embryos/replicate, 4 replicate",log-logistic,369_ai_a,369_form_b,369_1,1,Danio rerio,Zebrafish,"Wild type, AB",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,120,herbicide,NO,NO,NA,environmental,Acute,25.5,7,NA,120 hpf,YES,OECD,NA,NO,soluble liquid concentrate,YES,NA,2024,They mention that the different formulations use different salts,Lisa,20,20,0.9555551909628639,2.914443332436735,2,6.1,NA,-0.3638434334173448,7.225802858066885e-4,1
494,369,glyphosate,160,LC50,2,1.7,CI_95,4,5,"5 embryos/replicate, 4 replicate",Dominator ® Extra 608,71.2,LC50,5.81,5.94,CI_95,4,5,"5 embryos/replicate, 4 replicate",log-logistic,369_ai_a,369_form_c,369_2,1,Danio rerio,Zebrafish,"Wild type, AB",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,120,herbicide,NO,NO,NA,environmental,Acute,25.5,7,NA,120 hpf,YES,OECD,NA,NO,soluble liquid concentrate,YES,NA,2024,They mention that the different formulations use different salts,Lisa,20,20,0.9555551909628639,2.837998917159706,2,5.94,NA,-0.8096809968158968,0.0016244499696400393,1
495,369,glyphosate,160,LC50,2,1.7,CI_95,4,5,"5 embryos/replicate, 4 replicate",Total ®,40.3,LC50,6.18,6.29,CI_95,4,5,"5 embryos/replicate, 4 replicate",log-logistic,369_ai_a,369_form_d,369_3,1,Danio rerio,Zebrafish,"Wild type, AB",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,120,herbicide,NO,NO,NA,environmental,Acute,25.5,7,NA,120 hpf,YES,OECD,NA,NO,soluble liquid concentrate,YES,NA,2024,They mention that the different formulations use different salts,Lisa,20,20,0.9555551909628639,3.005221075578207,2,6.29,NA,-1.3788223462811897,0.005596537629514206,1
496,369,glyphosate,160,LC50,2,1.7,CI_95,4,5,"5 embryos/replicate, 4 replicate",Roundup ® Mega,30.8,LC50,2.06,2.2,CI_95,4,5,"5 embryos/replicate, 4 replicate",log-logistic,369_ai_a,369_form_e,369_4,1,Danio rerio,Zebrafish,"Wild type, AB",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,120,herbicide,NO,NO,NA,environmental,Acute,25.5,7,NA,120 hpf,YES,OECD,NA,NO,soluble liquid concentrate,YES,NA,2024,They mention that the different formulations use different salts,Lisa,20,20,0.9555551909628639,1.0511107100591504,2,2.2,NA,-1.647659125254298,0.001200317567910992,1
566,487,chlorpyrifos,0.0099009,LC50,0.0011787,0.0011787,SE,1,1500,1500 worms,Lorsban ® 480 BR,0.0493456,LC50,0.0053102,0.0053102,SE,1,1500,1500 worms,3 parameter logistic,487_ai_a,487_form_a,487_1,1,Caenorhabditis elegans,NA,"N2, Caenorhabditis Genetics Center, Minnesota, USA",Chromadorea,Nematoda,Animalia,Terrestrial,Larvae,48,insecticide,NO,NO,NA,environmental,Acute,20,NA,NA,L1,NO,NA,NA,NO,emulsifiable concentrate,YES,NA,2023,Computed from data extracted from the figures,Lisa,1500,1500,0.0011787,0.0053102,NA,NA,NA,1.6062229407372297,0.025753286330502383,1
583,628,glyphosate,500,IC50,NA,NA,imputed,5,1,Each data points at least 5 measurements,Liquidator,400,IC50,140,140,SE,5,1,Each data points at least 5 measurements,Not mentionned,628_ai_a,628_form_b,628_1,1,Photobacterium phosphoreum,NA,Museum at the IBP SB RAS,Gammaproteobacteria,Proteobacteria,Pseudomonadati,Aquatic,NA,0,herbicide,NO,NO,NA,environmental,Acute,NA,NA,NA,NA,NO,NA,NA,YES,soluble concentrate,YES,NA,2023,Additionnal data sent by authors,Lisa,5,5,273.8506675180328,140,NA,NA,NA,-0.2231435513142097,0.42247675240028865,1
584,628,glyphosate,500,IC50,NA,NA,imputed,5,1,Each data points at least 5 measurements,Tornado Extra,400,IC50,152,152,SE,5,1,Each data points at least 5 measurements,Not mentionned,628_ai_a,628_form_c,628_2,1,Photobacterium phosphoreum,NA,Museum at the IBP SB RAS,Gammaproteobacteria,Proteobacteria,Pseudomonadati,Aquatic,NA,0,herbicide,NO,NO,NA,environmental,Acute,NA,NA,NA,NA,NO,NA,NA,YES,unsure,YES,NA,2023,Additionnal data sent by authors,Lisa,5,5,315.392735432482,152,NA,NA,NA,-0.2231435513142097,0.5422903102543344,1
556,729,fenpropathrin,0.156,LC50,0.035,0.035,CI_95,3,20,"24 well plate, 3 run",Meothrin,0.318,LC50,0.072,0.098,CI_95,9,20,"24 well plate, 3 run with 3 replications each run",Probit,729_ai_a,729_form_b,729_1,1,Danio rerio,Zebrafish,"Fish Farm, College of Fisheries, Assam Agricultural University, Raha",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,96,insecticide,Microencapsulation,NO,NA,environmental,Acute,26.2,7.9,NA,3-4 hpf,YES,OECD,78.8,NO,emulsifiable concentrate,NO,YES,2023,"Not 100 sure but think that concentrations needed to be adjusted , sample size from guidelines",Lisa,60,180,0.01749129477422316,0.04966286430845201,0.035,0.098,NA,0.7121953755306397,0.036961579513846946,1
557,729,fenpropathrin,0.156,LC50,0.035,0.035,CI_95,3,20,"24 well plate, 3 run",Danitol,0.1168,LC50,0.0255,0.0335,CI_95,9,20,"24 well plate, 3 run with 3 replications each run",Probit,729_ai_a,729_form_c,729_2,1,Danio rerio,Zebrafish,"Fish Farm, College of Fisheries, Assam Agricultural University, Raha",Actinopterygii,Chordata,Animalia,Aquatic,Embryo,96,insecticide,Microencapsulation,NO,NA,environmental,Acute,26.2,7.9,NA,3-4 hpf,YES,OECD,78.8,NO,emulsifiable concentrate,NO,YES,2023,"Not 100 sure but think that concentrations needed to be adjusted , sample size from guidelines",Lisa,60,180,0.01749129477422316,0.01697659137074635,0.035,0.0335,NA,-0.28939293685541034,0.033697624760132,1
450,nagyrefs30,resmethrin,1.14,LC50,0.21,0.26,CI_95,3,10,"3 replicates, 10 individuals per replicate",Scourge,0.783,LC50,0.1548,0.1944,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_a,nagyrefs30_form_a,nagyrefs30_1,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,adult,24,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,NO,ready to use,NO,YES,2005,NA,Guy,30,30,0.12712508886233423,0.09505045105706836,0.26,0.1944,NA,-0.37565084539773785,0.02717137913607872,1
451,nagyrefs30,resmethrin,0.53,LC50,0.07,0.07,CI_95,3,10,"3 replicates, 10 individuals per replicate",Scourge,0.37,LC50,0.06,0.09,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_a,nagyrefs30_form_a,nagyrefs30_1,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,NO,ready to use,NO,YES,2005,NA,Guy,30,30,0.03422598546293614,0.04400483845234646,0.07,0.09,NA,-0.35937400090789745,0.01831505131616091,2
452,nagyrefs30,resmethrin,2,LC50,NA,NA,imputed,3,10,"3 replicates, 10 individuals per replicate",Scourge,0.3582,LC50,0.1098,0.1566,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_c,nagyrefs30_form_c,nagyrefs30_2,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,larvae,24,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,YES,ready to use,NO,YES,2005,NA,Guy,30,30,68.84135976619712,0.07656841890708284,NA,0.1566,NA,-1.7198109699154709,1184.8288964593112,1
453,nagyrefs30,resmethrin,0.35,LC50,0.07,0.07,CI_95,3,10,"3 replicates, 10 individuals per replicate",Scourge,0.07,LC50,0.03,0.03,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_c,nagyrefs30_form_c,nagyrefs30_2,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,NO,ready to use,NO,YES,2005,NA,Guy,30,30,0.03422598546293614,0.014668279484115487,0.07,0.03,NA,-1.6094379124341003,0.053472478828671,2
454,nagyrefs30,resmethrin,5.44,LC50,0.92,1.11,CI_95,3,10,"3 replicates, 10 individuals per replicate",Scourge,2.9,LC50,0.24,0.26,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_e,nagyrefs30_form_e,nagyrefs30_3,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,adult,24,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,NO,ready to use,NO,YES,2005,NA,Guy,30,30,0.5427263409122731,0.12712508886233423,1.11,0.26,NA,-0.6290683238754229,0.011874844835956437,1
455,nagyrefs30,resmethrin,2.15,LC50,0.8,1.28,CI_95,3,10,"3 replicates, 10 individuals per replicate",Scourge,2.55,LC50,0.35,0.41,CI_95,3,10,"3 replicates, 10 individuals per replicate",Spearman-Karber,nagyrefs30_ai_f,nagyrefs30_form_f,nagyrefs30_4,1,Palaemonetes pugio,NA,North Edisto River,Malacostraca,Arthropoda,Animalia,Aquatic,adult,24,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,NA,NO,NA,NA,NO,ready to use,NO,YES,2005,NA,Guy,30,30,0.6258465913222608,0.20046648628291164,1.28,0.41,NA,0.17062551703076326,0.09091443465138029,1
433,scopus1069,glyphosate-ipa,55,LC50,24,42,CI_95,2,5,"1 container, 10 individuals",Roundup,18,LC50,8.6,14,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_a,scopus1069_form_a,scopus1069_1,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,18.566349275241137,6.188783091747046,42,14,NA,-1.1169614273363062,0.23216657056108542,1
434,scopus1069,glyphosate-ipa,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_b,scopus1069_form_b,scopus1069_2,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,12,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,0.7072894961996624,30,1.6,NA,-2.825386907806752,0.016234765387488987,1
435,scopus1069,glyphosate-ipa,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_b,scopus1069_form_b,scopus1069_2,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,0.7072894961996624,30,1.6,NA,-2.825386907806752,0.016234765387488987,2
436,scopus1069,glyphosate-ipa,97,LC50,18,23,CI_95,2,5,"1 container, 10 individuals",Roundup,2.4,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_d,scopus1069_form_d,scopus1069_3,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,10.167286507870147,0.2210279675623945,23,0.5,NA,-3.699242241149483,0.01946817108577957,1
437,scopus1069,glyphosate-ipa,97,LC50,18,23,CI_95,2,5,"1 container, 10 individuals",Roundup,2.3,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_d,scopus1069_form_d,scopus1069_3,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,10.167286507870147,0.2210279675623945,23,0.5,NA,-3.741801855568279,0.020221724709920987,2
438,scopus1069,glyphosate-ipa,130,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,13,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_f,scopus1069_form_f,scopus1069_4,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,1.326167805374367,30,3,NA,-2.3025850929940455,0.02081326684037237,1
439,scopus1069,glyphosate-ipa,130,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,13,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_f,scopus1069_form_f,scopus1069_4,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,1.326167805374367,30,3,NA,-2.3025850929940455,0.02081326684037237,2
440,scopus1069,glyphosate-ipa,150,LC50,30,40,CI_95,2,5,"1 container, 10 individuals",Roundup,6.4,LC50,1.6,2.2,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_h,scopus1069_form_h,scopus1069_5,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,17.68223740499156,0.9725230572745359,40,2.2,NA,-3.1543373037306295,0.03698691463287615,1
441,scopus1069,glyphosate-ipa,140,LC50,30,20,CI_95,2,5,"1 container, 10 individuals",Roundup,5,LC50,1.2,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_h,scopus1069_form_h,scopus1069_5,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,0.7072894961996624,30,1.6,NA,-3.332204510175204,0.02898340382886196,2
442,scopus1069,glyphosate-ipa,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,14,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_j,scopus1069_form_j,scopus1069_6,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,12,6.5,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,22.10279675623945,1.326167805374367,50,3,NA,-2.841581593726733,0.017454553107036183,1
443,scopus1069,glyphosate-ipa,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,7.6,LC50,1.2,1.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_j,scopus1069_form_j,scopus1069_6,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,6.5,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,13.26167805374367,0.6630839026871835,30,1.5,NA,-2.9134941753170187,0.016585259473198742,2
444,scopus1069,glyphosate-ipa,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,2.4,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_l,scopus1069_form_l,scopus1069_7,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,12,9.5,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests.",Guy,10,10,22.10279675623945,0.2210279675623945,50,0.5,NA,-4.605170185988091,0.016962973071098238,1
